"#iterations","runtime(s)","min_dt","max_dt","W_MHD3D","min_dW","max_dW","sum_dW","normF_X1","normF_X2","normF_LA","X1_axis_0","X2_axis_0","X1_axis_1","X2_axis_1" 
  0.500000000000000E+03,  0.226000000000000E+01,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601380614E+03, -0.129602995002642E-08, -0.309796632791404E-09, -0.693555648467736E-07,  0.793440771429284E-07,  0.374890671441047E-07,  0.901107779300577E-06,  0.100124225555120E+02,  0.000000000000000E+00,  0.100124225555120E+02,  0.000000000000000E+00
  0.600000000000000E+03,  0.656000000000000E+01,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601361899E+03, -0.305931280308869E-09, -0.962927515502088E-10, -0.185016233444912E-07,  0.368151850287581E-07,  0.194651891849252E-07,  0.591940920086690E-06,  0.100125801156320E+02,  0.000000000000000E+00,  0.100125801156320E+02,  0.000000000000000E+00
  0.700000000000000E+03,  0.799000000000000E+01,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601355593E+03, -0.956106305238791E-10, -0.363797880709171E-10, -0.624663698545191E-08,  0.188283002272952E-07,  0.116269324491086E-07,  0.431282998815806E-06,  0.100126752106737E+02,  0.000000000000000E+00,  0.100126752106737E+02,  0.000000000000000E+00
  0.800000000000000E+03,  0.974000000000000E+01,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601353110E+03, -0.366071617463604E-10, -0.158024704433046E-10, -0.246166109718615E-08,  0.135401661526440E-07,  0.817255564812127E-08,  0.344196972695155E-06,  0.100127391115204E+02,  0.000000000000000E+00,  0.100127391115204E+02,  0.000000000000000E+00
  0.900000000000000E+03,  0.112100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601352102E+03, -0.161435309564695E-10, -0.613908923696727E-11, -0.999079929897562E-09,  0.110230928951378E-07,  0.678539403418178E-08,  0.301209768763417E-06,  0.100127836108629E+02,  0.000000000000000E+00,  0.100127836108629E+02,  0.000000000000000E+00
  0.100000000000000E+04,  0.130500000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601351860E+03, -0.648014975013211E-11,  0.000000000000000E+00, -0.235218067246024E-09,  0.130758096325793E-07,  0.676569547018553E-08,  0.292426502099134E-06,  0.100128218681911E+02,  0.000000000000000E+00,  0.100128218681911E+02,  0.000000000000000E+00
  0.110000000000000E+04,  0.152900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601351885E+03, -0.181898940354586E-11,  0.159161572810262E-11,  0.237605490838178E-10,  0.114071367777702E-07,  0.715581065610246E-08,  0.292107040182335E-06,  0.100128514336879E+02,  0.000000000000000E+00,  0.100128514336879E+02,  0.000000000000000E+00
  0.120000000000000E+04,  0.169100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601351782E+03, -0.193267624126747E-11,  0.000000000000000E+00, -0.103000274975784E-09,  0.132536576559552E-07,  0.720865993098949E-08,  0.286585336462213E-06,  0.100128772565482E+02,  0.000000000000000E+00,  0.100128772565482E+02,  0.000000000000000E+00
  0.130000000000000E+04,  0.191900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601351576E+03, -0.352429196937010E-11, -0.113686837721616E-11, -0.208274286706001E-09,  0.919781948331336E-08,  0.672296031516825E-08,  0.276237289131865E-06,  0.100128932209396E+02,  0.000000000000000E+00,  0.100128932209396E+02,  0.000000000000000E+00
  0.140000000000000E+04,  0.131700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601351100E+03, -0.557065504835919E-11, -0.352429196937010E-11, -0.477143657917622E-09,  0.799403056408079E-08,  0.559245435481371E-08,  0.246103035993098E-06,  0.100129023952428E+02,  0.000000000000000E+00,  0.100129023952428E+02,  0.000000000000000E+00
  0.150000000000000E+04,  0.168100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350699E+03, -0.500222085975111E-11, -0.272848410531878E-11, -0.399609234591480E-09,  0.626713055366037E-08,  0.460858002776869E-08,  0.221668964907959E-06,  0.100129032432743E+02,  0.000000000000000E+00,  0.100129032432743E+02,  0.000000000000000E+00
  0.160000000000000E+04,  0.196200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350416E+03, -0.363797880709171E-11, -0.193267624126747E-11, -0.282170731225051E-09,  0.555967018803192E-08,  0.382983173776362E-08,  0.202791588137726E-06,  0.100128989609939E+02,  0.000000000000000E+00,  0.100128989609939E+02,  0.000000000000000E+00
  0.170000000000000E+04,  0.215900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350261E+03, -0.250111042987555E-11, -0.568434188608080E-12, -0.153931978275068E-09,  0.464573804400867E-08,  0.312888091302698E-08,  0.194810163847398E-06,  0.100128910219413E+02,  0.000000000000000E+00,  0.100128910219413E+02,  0.000000000000000E+00
  0.180000000000000E+04,  0.236800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350224E+03, -0.909494701772928E-12,  0.341060513164848E-12, -0.359250407200307E-10,  0.434183232161442E-08,  0.274712689626481E-08,  0.196791147785571E-06,  0.100128804969196E+02,  0.000000000000000E+00,  0.100128804969196E+02,  0.000000000000000E+00
  0.190000000000000E+04,  0.255800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350193E+03, -0.113686837721616E-11,  0.454747350886464E-12, -0.319460013997741E-10,  0.358372134698618E-08,  0.262755585820127E-08,  0.196569853645863E-06,  0.100128717665645E+02,  0.000000000000000E+00,  0.100128717665645E+02,  0.000000000000000E+00
  0.200000000000000E+04,  0.270300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350150E+03, -0.113686837721616E-11,  0.113686837721616E-12, -0.418367562815547E-10,  0.434427394708730E-08,  0.273095966936859E-08,  0.196035631687267E-06,  0.100128647183936E+02,  0.000000000000000E+00,  0.100128647183936E+02,  0.000000000000000E+00
  0.210000000000000E+04,  0.205100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350115E+03, -0.102318153949454E-11,  0.341060513164848E-12, -0.361524143954739E-10,  0.456942851804960E-08,  0.304152622341407E-08,  0.196932115664393E-06,  0.100128600619802E+02,  0.000000000000000E+00,  0.100128600619802E+02,  0.000000000000000E+00
  0.220000000000000E+04,  0.221600000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350083E+03, -0.909494701772928E-12,  0.454747350886464E-12, -0.316049408866093E-10,  0.495222636824989E-08,  0.325025288118802E-08,  0.199732708227488E-06,  0.100128561181519E+02,  0.000000000000000E+00,  0.100128561181519E+02,  0.000000000000000E+00
  0.230000000000000E+04,  0.236200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350041E+03, -0.102318153949454E-11,  0.227373675443232E-12, -0.422915036324412E-10,  0.432482760878642E-08,  0.339997541577554E-08,  0.201398454165888E-06,  0.100128559220211E+02,  0.000000000000000E+00,  0.100128559220211E+02,  0.000000000000000E+00
  0.240000000000000E+04,  0.254300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601350001E+03, -0.909494701772928E-12,  0.227373675443232E-12, -0.399040800402872E-10,  0.446633938870290E-08,  0.332120735957461E-08,  0.204880820470220E-06,  0.100128589350617E+02,  0.000000000000000E+00,  0.100128589350617E+02,  0.000000000000000E+00
  0.250000000000000E+04,  0.271400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349955E+03, -0.102318153949454E-11,  0.113686837721616E-12, -0.459294824395329E-10,  0.336138078534626E-08,  0.319175366372966E-08,  0.206345522920061E-06,  0.100128648077351E+02,  0.000000000000000E+00,  0.100128648077351E+02,  0.000000000000000E+00
  0.260000000000000E+04,  0.286900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349925E+03, -0.795807864051312E-12,  0.227373675443232E-12, -0.291038304567337E-10,  0.404190706377795E-08,  0.301381240333400E-08,  0.211182317498731E-06,  0.100128709285101E+02,  0.000000000000000E+00,  0.100128709285101E+02,  0.000000000000000E+00
  0.270000000000000E+04,  0.308900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349890E+03, -0.909494701772928E-12,  0.113686837721616E-12, -0.361524143954739E-10,  0.362119906369499E-08,  0.271071957579740E-08,  0.214380825475594E-06,  0.100128751791213E+02,  0.000000000000000E+00,  0.100128751791213E+02,  0.000000000000000E+00
  0.280000000000000E+04,  0.333200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349859E+03, -0.795807864051312E-12,  0.341060513164848E-12, -0.298996383207850E-10,  0.327582410917696E-08,  0.278711698202777E-08,  0.218994903124149E-06,  0.100128791957304E+02,  0.000000000000000E+00,  0.100128791957304E+02,  0.000000000000000E+00
  0.290000000000000E+04,  0.350900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349827E+03, -0.909494701772928E-12,  0.227373675443232E-12, -0.329691829392686E-10,  0.310269132114258E-08,  0.278997232206508E-08,  0.224002015457559E-06,  0.100128817194774E+02,  0.000000000000000E+00,  0.100128817194774E+02,  0.000000000000000E+00
  0.300000000000000E+04,  0.368000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349781E+03, -0.795807864051312E-12, -0.113686837721616E-12, -0.453610482509248E-10,  0.387710938816259E-08,  0.254105527420634E-08,  0.225356126065393E-06,  0.100128836185374E+02,  0.000000000000000E+00,  0.100128836185374E+02,  0.000000000000000E+00
  0.310000000000000E+04,  0.388600000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349749E+03, -0.909494701772928E-12,  0.227373675443232E-12, -0.316049408866093E-10,  0.278694927388157E-08,  0.252044061713965E-08,  0.231750331140307E-06,  0.100128830363017E+02,  0.000000000000000E+00,  0.100128830363017E+02,  0.000000000000000E+00
  0.320000000000000E+04,  0.401800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349724E+03, -0.795807864051312E-12,  0.682121026329696E-12, -0.251247911364771E-10,  0.282944783384040E-08,  0.261818031396199E-08,  0.239410375099422E-06,  0.100128815842004E+02,  0.000000000000000E+00,  0.100128815842004E+02,  0.000000000000000E+00
  0.330000000000000E+04,  0.325300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349699E+03, -0.795807864051312E-12,  0.227373675443232E-12, -0.246700437855907E-10,  0.285009737261191E-08,  0.262405855103802E-08,  0.246640142086241E-06,  0.100128796366534E+02,  0.000000000000000E+00,  0.100128796366534E+02,  0.000000000000000E+00
  0.340000000000000E+04,  0.338500000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349679E+03, -0.909494701772928E-12,  0.341060513164848E-12, -0.205773176276125E-10,  0.288338278297489E-08,  0.267602586277215E-08,  0.255349126597879E-06,  0.100128783891168E+02,  0.000000000000000E+00,  0.100128783891168E+02,  0.000000000000000E+00
  0.350000000000000E+04,  0.350800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349661E+03, -0.682121026329696E-12,  0.341060513164848E-12, -0.178488335222937E-10,  0.287176736681237E-08,  0.273781853741840E-08,  0.263232069537200E-06,  0.100128780252894E+02,  0.000000000000000E+00,  0.100128780252894E+02,  0.000000000000000E+00
  0.360000000000000E+04,  0.365400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349648E+03, -0.795807864051312E-12,  0.454747350886464E-12, -0.128466126625426E-10,  0.306444828877043E-08,  0.294510794107680E-08,  0.271103274154696E-06,  0.100128777374146E+02,  0.000000000000000E+00,  0.100128777374146E+02,  0.000000000000000E+00
  0.370000000000000E+04,  0.379000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349630E+03, -0.909494701772928E-12,  0.568434188608080E-12, -0.187583282240666E-10,  0.379760396813303E-08,  0.339077945480703E-08,  0.279728492461627E-06,  0.100128768263835E+02,  0.000000000000000E+00,  0.100128768263835E+02,  0.000000000000000E+00
  0.380000000000000E+04,  0.392700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349586E+03, -0.113686837721616E-11,  0.227373675443232E-12, -0.435420588473789E-10,  0.403074545852003E-08,  0.364447749555629E-08,  0.279692562597748E-06,  0.100128738524985E+02,  0.000000000000000E+00,  0.100128738524985E+02,  0.000000000000000E+00
  0.390000000000000E+04,  0.407700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349535E+03, -0.113686837721616E-11,  0.113686837721616E-12, -0.520685716765001E-10,  0.339924129978717E-08,  0.319659239968234E-08,  0.233327501579697E-06,  0.100128706424472E+02,  0.000000000000000E+00,  0.100128706424472E+02,  0.000000000000000E+00
  0.400000000000000E+04,  0.420200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349482E+03, -0.113686837721616E-11,  0.113686837721616E-12, -0.522959453519434E-10,  0.266575177998515E-08,  0.240932526125255E-08,  0.138318519427377E-06,  0.100128686930560E+02,  0.000000000000000E+00,  0.100128686930560E+02,  0.000000000000000E+00
  0.410000000000000E+04,  0.440200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349443E+03, -0.909494701772928E-12,  0.341060513164848E-12, -0.384261511499062E-10,  0.251078009824402E-08,  0.204434248000553E-08,  0.108412820948220E-06,  0.100128689599885E+02,  0.000000000000000E+00,  0.100128689599885E+02,  0.000000000000000E+00
  0.420000000000000E+04,  0.462300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349405E+03, -0.102318153949454E-11,  0.113686837721616E-12, -0.383124643121846E-10,  0.180774973207979E-08,  0.162390101982284E-08,  0.902140853393658E-07,  0.100128706449293E+02,  0.000000000000000E+00,  0.100128706449293E+02,  0.000000000000000E+00
  0.430000000000000E+04,  0.475400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349384E+03, -0.909494701772928E-12,  0.227373675443232E-12, -0.205773176276125E-10,  0.774286068441749E-09,  0.647816181737240E-09,  0.432648909796566E-07,  0.100128718041294E+02,  0.000000000000000E+00,  0.100128718041294E+02,  0.000000000000000E+00
  0.440000000000000E+04,  0.489300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349378E+03, -0.682121026329696E-12,  0.568434188608080E-12, -0.613908923696727E-11,  0.727711438049881E-09,  0.751511198654492E-09,  0.475304626680994E-07,  0.100128724187063E+02,  0.000000000000000E+00,  0.100128724187063E+02,  0.000000000000000E+00
  0.450000000000000E+04,  0.502400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349372E+03, -0.568434188608080E-12,  0.454747350886464E-12, -0.602540239924565E-11,  0.442564371162787E-09,  0.324173785884108E-09,  0.250678158361679E-07,  0.100128727646966E+02,  0.000000000000000E+00,  0.100128727646966E+02,  0.000000000000000E+00
  0.460000000000000E+04,  0.515100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349370E+03, -0.682121026329696E-12,  0.568434188608080E-12, -0.181898940354586E-11,  0.341728252829246E-09,  0.278552069677425E-09,  0.185865171800800E-07,  0.100128730167938E+02,  0.000000000000000E+00,  0.100128730167938E+02,  0.000000000000000E+00
  0.470000000000000E+04,  0.529200000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349368E+03, -0.682121026329696E-12,  0.454747350886464E-12, -0.204636307898909E-11,  0.280813673571136E-09,  0.205374712770251E-09,  0.133952643854319E-07,  0.100128734013451E+02,  0.000000000000000E+00,  0.100128734013451E+02,  0.000000000000000E+00
  0.480000000000000E+04,  0.542000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349367E+03, -0.682121026329696E-12,  0.568434188608080E-12, -0.136424205265939E-11,  0.181383399823950E-09,  0.167685788062865E-09,  0.126499421653108E-07,  0.100128737876328E+02,  0.000000000000000E+00,  0.100128737876328E+02,  0.000000000000000E+00
  0.490000000000000E+04,  0.556000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349366E+03, -0.568434188608080E-12,  0.682121026329696E-12, -0.909494701772928E-12,  0.137205831957134E-09,  0.121458998057403E-09,  0.102132210376195E-07,  0.100128741478471E+02,  0.000000000000000E+00,  0.100128741478471E+02,  0.000000000000000E+00
  0.500000000000000E+04,  0.579800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.454747350886464E-12, -0.682121026329696E-12,  0.964393847924199E-10,  0.819853850094576E-10,  0.585354630001275E-08,  0.100128743363471E+02,  0.000000000000000E+00,  0.100128743363471E+02,  0.000000000000000E+00
  0.510000000000000E+04,  0.602800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12, -0.113686837721616E-12,  0.844144704746245E-10,  0.526928784242990E-10,  0.487842965374535E-08,  0.100128744649965E+02,  0.000000000000000E+00,  0.100128744649965E+02,  0.000000000000000E+00
  0.520000000000000E+04,  0.527400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.795807864051312E-12, -0.113686837721616E-12,  0.680557756493432E-10,  0.534395439771807E-10,  0.474302629429958E-08,  0.100128746359358E+02,  0.000000000000000E+00,  0.100128746359358E+02,  0.000000000000000E+00
  0.530000000000000E+04,  0.541800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.616609937670078E-10,  0.424801769039382E-10,  0.462934794719562E-08,  0.100128748125828E+02,  0.000000000000000E+00,  0.100128748125828E+02,  0.000000000000000E+00
  0.540000000000000E+04,  0.556900000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.341060513164848E-12,  0.543634847437711E-10,  0.419561943288706E-10,  0.442136531434960E-08,  0.100128749769325E+02,  0.000000000000000E+00,  0.100128749769325E+02,  0.000000000000000E+00
  0.550000000000000E+04,  0.570300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.795807864051312E-12,  0.795807864051312E-12,  0.113686837721616E-12,  0.494469848965470E-10,  0.386713238060961E-10,  0.463112663107168E-08,  0.100128751145839E+02,  0.000000000000000E+00,  0.100128751145839E+02,  0.000000000000000E+00
  0.560000000000000E+04,  0.586100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.795807864051312E-12,  0.454747350886464E-12,  0.227373675443232E-12,  0.549365606038018E-10,  0.325529054732513E-10,  0.414026653843925E-08,  0.100128752245154E+02,  0.000000000000000E+00,  0.100128752245154E+02,  0.000000000000000E+00
  0.570000000000000E+04,  0.598700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.682121026329696E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.480060076501256E-10,  0.278667997066256E-10,  0.379555305226612E-08,  0.100128753082505E+02,  0.000000000000000E+00,  0.100128753082505E+02,  0.000000000000000E+00
  0.580000000000000E+04,  0.614100000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.682121026329696E-12,  0.795807864051312E-12,  0.000000000000000E+00,  0.466244946287996E-10,  0.289442897745033E-10,  0.351298008628047E-08,  0.100128753731619E+02,  0.000000000000000E+00,  0.100128753731619E+02,  0.000000000000000E+00
  0.590000000000000E+04,  0.629000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.428984600954399E-10,  0.274014391400206E-10,  0.298842324048483E-08,  0.100128754133196E+02,  0.000000000000000E+00,  0.100128754133196E+02,  0.000000000000000E+00
  0.600000000000000E+04,  0.646400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12,  0.227373675443232E-12,  0.303095731164995E-10,  0.219536378657418E-10,  0.235345834737426E-08,  0.100128754324649E+02,  0.000000000000000E+00,  0.100128754324649E+02,  0.000000000000000E+00
  0.610000000000000E+04,  0.668400000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.682121026329696E-12,  0.113686837721616E-12,  0.277108540758517E-10,  0.161297370692628E-10,  0.184220188466292E-08,  0.100128754494958E+02,  0.000000000000000E+00,  0.100128754494958E+02,  0.000000000000000E+00
  0.620000000000000E+04,  0.686000000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.568434188608080E-12, -0.113686837721616E-12,  0.270499527323162E-10,  0.148846476478809E-10,  0.155332839686132E-08,  0.100128754720090E+02,  0.000000000000000E+00,  0.100128754720090E+02,  0.000000000000000E+00
  0.630000000000000E+04,  0.701500000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349364E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.000000000000000E+00,  0.219787023346655E-10,  0.138176961417378E-10,  0.114299766458090E-08,  0.100128754964985E+02,  0.000000000000000E+00,  0.100128754964985E+02,  0.000000000000000E+00
  0.640000000000000E+04,  0.714700000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.000000000000000E+00,  0.197987918047725E-10,  0.107915618930636E-10,  0.946409612505664E-09,  0.100128755222080E+02,  0.000000000000000E+00,  0.100128755222080E+02,  0.000000000000000E+00
  0.650000000000000E+04,  0.730800000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12, -0.227373675443232E-12,  0.193276558470382E-10,  0.848521047153812E-11,  0.803969719134147E-09,  0.100128755535485E+02,  0.000000000000000E+00,  0.100128755535485E+02,  0.000000000000000E+00
  0.660000000000000E+04,  0.744500000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.454747350886464E-12,  0.568434188608080E-12,  0.227373675443232E-12,  0.165038120251469E-10,  0.767953692158637E-11,  0.709677921144805E-09,  0.100128755900281E+02,  0.000000000000000E+00,  0.100128755900281E+02,  0.000000000000000E+00
  0.670000000000000E+04,  0.760300000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.454747350886464E-12, -0.227373675443232E-12,  0.135916525175852E-10,  0.571650701197737E-11,  0.662419158922347E-09,  0.100128756256381E+02,  0.000000000000000E+00,  0.100128756256381E+02,  0.000000000000000E+00
  0.680000000000000E+04,  0.774600000000000E+02,  0.656100000000000E+00,  0.656100000000000E+00,  0.889773601349365E+03, -0.568434188608080E-12,  0.568434188608080E-12,  0.000000000000000E+00,  0.109023259984819E-10,  0.431879219069430E-11,  0.638779184228684E-09,  0.100128756522800E+02,  0.000000000000000E+00,  0.100128756522800E+02,  0.000000000000000E+00
